order_num,order_type,cust_name,cust_state,prod_category,prod_number,prod_name,quantity,price,discount,order_total
1101972,Wholesale,WPS Technologies,Pennsylvania,Training Videos,TV805,Industrial 3D Printing ,51,49.00,9.80,2489.20
1101973,Retail,Dewain Farquharson,North Carolina,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1101974,Wholesale,Reichel and Sons,Oklahoma,Drone Kits,DK203,BYOD-220,12,69.00,13.80,814.20
1101975,Wholesale,Windler Tech Supplies,Wyoming,Training Videos,TV809,Understanding 3D Printing,10,42.99,8.60,421.30
1101976,Wholesale,Schinner Inc.,Florida,eBooks,EB502,Building Your First Robot,19,24.95,4.99,469.06
1101977,Retail,Greg Collier,North Carolina,Training Videos,TV803,Cloud Computing,1,29.99,0.00,29.99
1101978,Retail,Dave Lemke,Oklahoma,eBooks,EB519,Spherical Robots,1,16.75,0.00,16.75
1101979,Wholesale,Goodwin Inc.,New York,Training Videos,TV802,AI for Educators,11,49.95,9.99,539.46
1101980,Wholesale,Feil LLC,Maryland,Drones,DS301,DA-SA702 Drone,11,399.00,79.80,4309.20
1101981,Retail,Joline Winham,Texas,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1101982,Retail,Rose Kling-Muller,Wyoming,eBooks,EB505,Delivery Drones,1,14.99,0.00,14.99
1101983,Wholesale,Rice Inc.,New York,Training Videos,TV811,Understanding Drone Regulations,77,27.50,5.50,2112.00
1101984,Wholesale,Kuhlman Inc.,Tennessee,Drones,DS301,DA-SA702 Drone,9,399.00,79.80,3511.20
1101985,Retail,Vidovik MacCarter,Louisiana,Training Videos,TV803,Cloud Computing,1,29.99,0.00,29.99
1101986,Wholesale,Ratke and Sons,North Carolina,eBooks,EB503,Building Your Own Drone,9,24.99,5.00,219.91
1101987,Retail,Toby Quitzon,Texas,Blueprints,BP108,Panda Robot Blueprint,1,7.99,0.00,7.99
1101988,Wholesale,Cremin LLC,Colorado,Robots,RS706,RWW-75 Robot,88,883.00,176.60,77527.40
1101989,Retail,Murry Jarrel,Connecticut,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1101990,Wholesale,Schinner Inc.,Florida,Drone Kits,DK208,BYOD-500,8,167.00,33.40,1302.60
1101991,Wholesale,Rippin Industries,Iowa,Training Videos,TV807,Open Source Code,12,32.95,6.59,388.81
1101992,Retail,Sharona Allbon,New Jersey,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1101993,Wholesale,McCullough LLC,North Carolina,eBooks,EB508,Fixed Wing Drones,30,15.50,3.10,461.90
1101994,Wholesale,Reilly LLC,Washington,Drone Kits,DK203,BYOD-220,11,69.00,13.80,745.20
1101995,Retail,Laura Hayes,Idaho,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1101996,Wholesale,Barton Inc.,Louisiana,Training Videos,TV811,Understanding Drone Regulations,4,27.50,5.50,104.50
1101997,Wholesale,Cummings LLC,New York,Drone Kits,DK206,BYOD-400,6,119.00,23.80,690.20
1101998,Retail,Letta Ganniclifft,Colorado,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1101999,Retail,Ravi Dewitt,Indiana,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1102000,Retail,Kaja Pemble,California,Robot Kits,RK606,BYOR-3535,1,224.00,0.00,224.00
1102001,Wholesale,Bergnaum Group,Ohio,Drones,DS306,DX-145 Drone,107,250.00,50.00,26700.00
1102002,Wholesale,Kassulke-Schneider,Tennessee,Robot Kits,RK603,BYOR-1500,60,189.00,37.80,11302.20
1102003,Retail,Melonie Klemenz,New York,Drone Kits,DK209,BYOD-550,1,179.00,0.00,179.00
1102004,Wholesale,Thompson Inc.,Massachusetts,eBooks,EB502,Building Your First Robot,10,24.95,4.99,244.51
1102005,Wholesale,Schaefer Inc.,New Mexico,Robot Kits,RK606,BYOR-3535,12,225.00,45.00,2655.00
1102006,Retail,Amber and Mueller,Tennessee,Training Videos,TV807,Open Source Code,1,32.95,0.00,32.95
1102007,Retail,Joell Cearley,Arizona,Blueprints,BP110,Upside Down Robot Blueprint,1,12.00,0.00,12.00
1102008,Retail,Gael Goodwell,Massachusetts,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1102009,Wholesale,Gleason LLC,Louisiana,Drones,DS305,DTI-84 Drone,26,455.00,91.00,11739.00
1102010,Retail,Bea Koss,Oregon,Robot Kits,RK606,BYOR-3535,3,225.00,0.00,675.00
1102011,Retail,Evie Jaspar,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
1102012,Retail,Carmina Salthouse,Illinois,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1102013,Retail,Shelden Ferrarini,California,eBooks,EB519,Spherical Robots,1,16.75,0.00,16.75
1102014,Wholesale,Lind Group,District of Columbia,eBooks,EB508,Fixed Wing Drones,11,15.50,3.10,167.40
1102015,Wholesale,Herman LLC,Washington,Training Videos,TV808,Robotic Essentials,101,34.99,7.00,3526.99
1102016,Wholesale,Carter and Sons,Iowa,Training Videos,TV806,Mapping with Drones,11,49.00,9.80,529.20
1102017,Wholesale,Stoltenberg LLC,New York,Drones,DS303,DTD-7000 Drone,98,450.00,90.00,44010.00
1102018,Wholesale,Haag Group,District of Columbia,eBooks,EB502,Building Your First Robot,42,24.95,4.99,1042.91
1102019,Wholesale,Waelchi Inc.,New York,Training Videos,TV808,Robotic Essentials,102,34.99,7.00,3561.98
1102020,Retail,Sue Cummings,Texas,Robot Kits,RK606,BYOR-3535,2,225.00,0.00,450.00
1102021,Wholesale,Marvin Inc.,Kansas,eBooks,EB518,Single Rotor Drones,9,14.99,3.00,131.91
1102022,Retail,Noach Dorgan,Louisiana,Robots,RS704,RLK-9920 Robot,1,699.00,0.00,699.00
1102023,Retail,Jacob Duce,New York,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1102024,Retail,Dona Purtell,Texas,eBooks,EB517,SCARA Robots,1,19.50,0.00,19.50
1102025,Wholesale,Daugherty Group,New Mexico,eBooks,EB502,Building Your First Robot,9,24.95,4.99,219.56
1102026,Wholesale,Reichel and Sons,Oklahoma,Blueprints,BP108,Panda Robot Blueprint,10,7.99,1.60,78.30
1102027,Wholesale,Bergstrom LLC,Minnesota,eBooks,EB521,Understanding Artificial Intelligence,3,19.50,3.90,54.60
1102028,Wholesale,Goodwin Inc.,New York,Robots,RS702,MICR-23K Robot,6,899.00,179.80,5214.20
1102029,Wholesale,Wolff LLC,South Carolina,eBooks,EB513,Photograph Drones,11,14.99,3.00,161.89
1102030,Wholesale,Satterfield LLC,California,Blueprints,BP104,Cat Robot Blueprint,95,4.99,1.00,473.05
1102031,Wholesale,Dickens LLC,Connecticut,Robots,RS702,MICR-23K Robot,3,899.00,179.80,2517.20
1102032,Retail,Lambert Jelks,Florida,Training Videos,TV812,Understanding Raspberry PI,1,28.99,0.00,28.99
1102033,Wholesale,Schuppe Inc.,Alabama,Robots,RS704,RLK-9920 Robot,10,699.00,139.80,6850.20
1102034,Retail,Lolly Mabbot,Florida,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1102035,Retail,Matthew Duncan,New York,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1102036,Wholesale,Hills Group,Georgia,Blueprints,BP105,Creature Robot Arms Blueprint ,5,12.00,2.40,57.60
1102037,Wholesale,Leuschke Inc.,Indiana,Training Videos,TV811,Understanding Drone Regulations,9,27.50,5.50,242.00
1102038,Wholesale,Gusikowski Group,North Carolina,Blueprints,BP107,Ladybug Robot Blueprint,11,12.00,2.40,129.60
1102039,Wholesale,Walter LTD,New York,Training Videos,TV801,Aerial Security,104,36.99,7.40,3839.56
1102040,Wholesale,Boehm Inc.,Idaho,eBooks,EB516,RTF Drones,12,16.99,3.40,200.48
1102041,Wholesale,Breitenberg LLC,California,Drone Kits,DK209,BYOD-550,8,179.00,35.80,1396.20
1102042,Wholesale,Feest Inc.,Indiana,Training Videos,TV809,Understanding 3D Printing,12,42.99,8.60,507.28
1102043,Retail,Rach Goodwin,New York,Robot Kits,RK602,BYOR-1000,2,189.00,0.00,378.00
1102044,Wholesale,Ledner Inc.,Florida,Training Videos,TV813,Virtual Reality Basics,23,29.99,6.00,683.77
1102045,Retail,Hort Wiersma,California,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1102046,Retail,Rubi Brandon,Illinois,eBooks,EB518,Single Rotor Drones,1,14.99,0.00,14.99
1102047,Retail,Dasie Skipton,Pennsylvania,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1102048,Wholesale,Breitenberg LLC,California,Training Videos,TV806,Mapping with Drones,12,49.00,9.80,578.20
1102049,Retail,Jacob Becker,Florida,Drone Kits,DK208,BYOD-500,3,167.00,0.00,501.00
1102050,Wholesale,Collier and Sons,Tennessee,Training Videos,TV803,Cloud Computing,10,29.99,6.00,293.90
1102051,Retail,Bunny Esmead,Florida,eBooks,EB506,Delta Robots,1,16.99,0.00,16.99
1102052,Wholesale,Hayes LLC,Illinois,Blueprints,BP104,Cat Robot Blueprint,6,4.99,1.00,28.94
1102053,Retail,Alva Weblin,North Carolina,Drone Kits,DK209,BYOD-550,1,179.00,0.00,179.00
1102054,Retail,Silvester Baughen,California,eBooks,EB511,Helicopter Drones,1,20.95,0.00,20.95
1102055,Retail,Terry Emmerich,Washington,Robot Kits,RK603,BYOR-1500,2,189.00,0.00,378.00
1102056,Wholesale,Murphy LLC,Missouri,Blueprints,BP109,QuadroCopter Blueprint ,13,10.99,2.20,140.67
1102057,Wholesale,Bergnaum Group,Ohio,Drone Kits,DK203,BYOD-220,6,69.00,13.80,400.20
1102058,Wholesale,Schuppe Inc.,Alabama,Blueprints,BP104,Cat Robot Blueprint,88,4.99,1.00,438.12
1102059,Wholesale,Wiegand Inc.,Alabama,Blueprints,BP107,Ladybug Robot Blueprint,9,12.00,2.40,105.60
1102060,Wholesale,Wolff LLC,South Carolina,Blueprints,BP110,Sleepy Eye Blueprint,8,11.99,2.40,93.52
1102061,Retail,Tori Frami,Florida,Drone Kits,DK202,BYOD-200,3,58.95,0.00,176.85
1102062,Retail,Willie D'Aubney,Florida,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1102063,Wholesale,Blue Sky Kites,Colorado,Training Videos,TV803,Cloud Computing,11,29.99,6.00,323.89
1102064,Retail,Melantha Roeby,Georgia,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1102065,Wholesale,Fisher Inc.,Nevada,Blueprints,BP102,Bsquare Robot Blueprint,5,8.99,1.80,43.15
1102066,Wholesale,Witting Innovations,Kentucky,Blueprints,BP109,QuadroCopter Blueprint ,20,10.99,2.20,217.60
1102067,Wholesale,Stehr Group,North Carolina,eBooks,EB505,Delivery Drones,8,14.99,3.00,116.92
1102068,Wholesale,Koepp Inc.,Pennsylvania,Robots,RS704,RLK-9920 Robot,10,699.00,139.80,6850.20
1102069,Wholesale,Pagac LLC,Virginia,Training Videos,TV808,Robotic Essentials,11,34.99,7.00,377.89
1102070,Retail,Arliene Lander,New York,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1102071,Wholesale,Smith Technologies,New York,Training Videos,TV806,Mapping with Drones,9,49.00,9.80,431.20
1102072,Wholesale,Boyer LLC,Texas,Training Videos,TV801,Aerial Security,9,36.99,7.40,325.51
1102073,Retail,Stacy Prendeguest,Texas,Robots,RS706,RWW-75 Robot,1,883.00,0.00,883.00
1102074,Retail,Cris Konopelski,Arizona,Robots,RS702,MICR-23K Robot,1,899.00,0.00,899.00
1102075,Wholesale,Larkin Group,Texas,eBooks,EB520,Understanding Arduino,8,17.50,3.50,136.50
1102076,Retail,Thurstan Hayton,Missouri,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1102077,Wholesale,Kunze Group,California,Blueprints,BP102,Bsquare Robot Blueprint,8,8.99,1.80,70.12
1102078,Wholesale,Torphy Invisionaries,Arizona,Drone Kits,DK206,BYOD-400,13,119.00,23.80,1523.20
1102079,Wholesale,Nikolaus LLC,Virginia,Training Videos,TV813,Virtual Reality Basics,6,29.99,6.00,173.94
1102080,Retail,Claretta Connochie,Illinois,Drone Kits,DK206,BYOD-400,2,119.00,0.00,238.00
1102081,Wholesale,Durgan Group,Indiana,Drone Kits,DK201,BYOD-100,64,54.00,10.80,3445.20
1102082,Retail,Walsh Inc.,Nevada,eBooks,EB514,Polar Robots,109,23.99,0.00,2614.91
1102083,Wholesale,Stiedemann Securities ,Maryland,Robots,RS704,RLK-9920 Robot,12,699.00,139.80,8248.20
1102084,Retail,Rafa Richarz,District of Columbia,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1102085,Wholesale,Bergnaum Group,Ohio,eBooks,EB503,Building Your Own Drone,9,24.99,5.00,219.91
1102086,Wholesale,Conroy Information Systems,Virginia,Drone Kits,DK202,BYOD-200,10,58.95,11.79,577.71
1102087,Wholesale,Anderson LLC,Ohio,eBooks,EB514,Polar Robots,12,23.99,4.80,283.08
1102088,Retail,Margarette Kefford,Arizona,Robot Kits,RK602,BYOR-1000,1,190.00,0.00,190.00
1102089,Wholesale,Robel Inc.,Tennessee,Training Videos,TV806,Mapping with Drones,11,49.00,9.80,529.20
1102090,Retail,Ondrea Jado,North Carolina,eBooks,EB504,Cartesian Robots,1,12.99,0.00,12.99
1102091,Wholesale,Jaskolski Company,California,Training Videos,TV809,Understanding 3D Printing,11,42.99,8.60,464.29
1102092,Retail,Dacey Gorse,California,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1102093,Retail,Leon Minocchi,Colorado,eBooks,EB504,Cartesian Robots,1,12.99,0.00,12.99
1102094,Retail,Frederique Shilstone,Florida,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1102095,Retail,Doug Stamm,Nevada,Robots,RS702,MICR-23K Robot,1,899.00,0.00,899.00
1102096,Wholesale,Murazik Inc.,Arizona,Training Videos,TV802,AI for Educators,9,49.95,9.99,439.56
1102097,Wholesale,Johnson LLC,New Jersey,Training Videos,TV805,Industrial 3D Printing ,6,49.00,9.80,284.20
1102098,Retail,Steve Grant,Mississippi,Drones,DS307,MICR-564K Drone,1,499.00,0.00,499.00
1102099,Wholesale,Trantow Technologies,Mississippi,Blueprints,BP109,QuadroCopter Blueprint ,13,10.99,2.20,140.67
1102100,Retail,Willy McCrachen,Texas,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1102101,Wholesale,Price Inc.,Texas,Training Videos,TV811,Understanding Drone Regulations,11,27.50,5.50,297.00
1102102,Wholesale,Schuppe Inc.,Alabama,Training Videos,TV804,Drone Video Techniques,90,37.99,7.60,3411.50
1102103,Retail,Janifer Strongitharm,Texas,Blueprints,BP108,Panda Robot Blueprint,1,7.99,0.00,7.99
1102104,Wholesale,Swaniawski Group,Virginia,Drone Kits,DK206,BYOD-400,12,119.00,23.80,1404.20
1102105,Retail,Dal Heineke,Indiana,Drone Kits,DK201,BYOD-100,1,54.00,0.00,54.00
1102106,Wholesale,Jenkins LLC,North Carolina,Training Videos,TV809,Understanding 3D Printing,6,42.99,8.60,249.34
1102107,Wholesale,Schuppe Inc.,Alabama,eBooks,EB507,Drone Building Essentials,12,13.99,2.80,165.08
1102108,Retail,Kally Reeders,California,Robots,RS703,RCB-889 Robot,2,549.00,0.00,1098.00
1102109,Retail,Worthington Byrom,North Carolina,Drone Kits,DK208,BYOD-500,1,167.00,0.00,167.00
1102110,Wholesale,Corkery International ,Utah,eBooks,EB506,Delta Robots,13,16.99,3.40,217.47
1102111,Retail,Dolly Mante,Kansas,eBooks,EB508,Fixed Wing Drones,1,15.50,0.00,15.50
1102112,Wholesale,Schuppe Inc.,Alabama,Drones,DS306,DX-145 Drone,101,250.00,50.00,25200.00
1102113,Wholesale,Durgan Group,Indiana,Drones,DS307,MICR-564K Drone,69,499.00,99.80,34331.20
1102114,Retail,Jacob Thomas,Florida,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1102115,Retail,Basia Franciotti,Georgia,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1102116,Wholesale,Lubowitz LLC,Alabama,Drone Kits,DK201,BYOD-100,12,54.00,10.80,637.20
1102117,Wholesale,Murphy LLC,Missouri,Blueprints,BP104,Cat Robot Blueprint,6,4.99,1.00,28.94
1102118,Wholesale,Brown Group,Georgia,Robot Kits,RK607,BYOR-4005,7,245.00,49.00,1666.00
1102119,Wholesale,Swaniawski Group,Virginia,eBooks,EB507,Drone Building Essentials,8,13.99,2.80,109.12
1102120,Retail,Rheba O'Bradden,District of Columbia,eBooks,EB519,Spherical Robots,1,16.75,0.00,16.75
1102121,Wholesale,Bashirian International,Illinois,Robots,RS707,RXW-9807 Robot,5,599.00,119.80,2875.20
1102122,Wholesale,Reichel and Sons,Oklahoma,eBooks,EB503,Building Your Own Drone,6,24.99,5.00,144.94
1102123,Wholesale,Ullrich Inc.,Kansas,Blueprints,BP104,Cat Robot Blueprint,12,4.99,1.00,58.88
1102124,Wholesale,Grady Inc.,Florida,Blueprints,BP108,Panda Robot Blueprint,11,7.99,1.60,86.29
1102125,Wholesale,Wyman Institute,Georgia,Blueprints,BP102,Bsquare Robot Blueprint,9,8.99,1.80,79.11
1102126,Retail,Nate Deckow,Georgia,eBooks,EB517,SCARA Robots,1,19.50,0.00,19.50
1102127,Wholesale,Dickens LLC,Connecticut,Drone Kits,DK206,BYOD-400,103,119.00,23.80,12233.20
1102128,Wholesale,Hickle LLC,Arizona,Drone Kits,DK204,BYOD-300,12,89.00,17.80,1050.20
1102129,Wholesale,D'Amore LLC,Pennsylvania,eBooks,EB512,Multi Rotor Drones,84,24.95,4.99,2090.81
1102130,Wholesale,Runolfsdottir Group,District of Columbia,Blueprints,BP108,Panda Robot Blueprint,6,7.99,1.60,46.34
1102131,Wholesale,Moore LLC,Indiana,eBooks,EB502,Building Your First Robot,9,24.95,4.99,219.56
1102132,Retail,Basile Setterthwait,Pennsylvania,Training Videos,TV810,Understanding Automation,1,44.95,0.00,44.95
1102133,Retail,Celestia Coumbe,Texas,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1102134,Retail,Maitilde Redmond,California,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1102135,Retail,Marybelle Lengthorn,Minnesota,Robots,RS703,RCB-889 Robot,2,549.00,0.00,1098.00
1102136,Wholesale,Bauch Group,Pennsylvania,Robots,RS703,RCB-889 Robot,64,549.00,109.80,35026.20
1102137,Wholesale,Raynor LLC,Missouri,eBooks,EB502,Building Your First Robot,77,24.95,4.99,1916.16
1102138,Retail,Hussein Fuller,California,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
1102139,Wholesale,Thompson Inc.,Massachusetts,Drone Kits,DK206,BYOD-400,91,119.00,23.80,10805.20
1102140,Wholesale,Ankunding Inc.,South Carolina,Robot Kits,RK603,BYOR-1500,39,189.00,37.80,7333.20
1102141,Wholesale,Doyle-Koelpin,District of Columbia,eBooks,EB519,Spherical Robots,5,16.75,3.35,80.40
1102142,Wholesale,LMD Resources,New Hampshire,Training Videos,TV804,Drone Video Techniques,5,37.99,7.60,182.35
1102143,Wholesale,King Inc.,Tennessee,Drones,DS306,DX-145 Drone,5,250.00,50.00,1200.00
1102144,Retail,Francene Cownden,California,Training Videos,TV806,Mapping with Drones,1,49.00,0.00,49.00
1102145,Wholesale,Beahan Inc.,Hawaii,Blueprints,BP104,Cat Robot Blueprint,8,4.99,1.00,38.92
1102146,Retail,Holli McQuarrie,Georgia,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1102147,Wholesale,Schinner Inc.,Florida,eBooks,EB503,Building Your Own Drone,8,24.99,5.00,194.92
1102148,Retail,Fay Grimes,Virginia,Training Videos,TV807,Open Source Code,1,32.95,0.00,32.95
1102149,Wholesale,Wolff LLC,South Carolina,Drones,DS303,DTD-7000 Drone,7,450.00,90.00,3060.00
1102150,Retail,Huberto Handaside,Virginia,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1102151,Wholesale,Ward-Mills,Indiana,Robot Kits,RK606,BYOR-3535,7,225.00,45.00,1530.00
1102152,Retail,Ursa Pilmoor,California,Robot Kits,RK606,BYOR-3535,2,225.00,0.00,450.00
1102153,Wholesale,Cremin LLC,Colorado,Blueprints,BP106,Hexacopter Drone Blueprint,11,8.99,1.80,97.09
1102154,Wholesale,Fisher Inc.,Nevada,Robot Kits,RK606,BYOR-3535,10,225.00,45.00,2205.00
1102155,Retail,Juanita Jerred,New York,Training Videos,TV806,Mapping with Drones,1,49.00,0.00,49.00
1102156,Wholesale,Robel Inc.,Tennessee,eBooks,EB509,GPS Drones,6,19.99,4.00,115.94
1102157,Wholesale,Gleason LLC,Louisiana,Blueprints,BP107,Ladybug Robot Blueprint,77,12.00,2.40,921.60
1102158,Wholesale,Satterfield LLC,California,Robots,RS702,MICR-23K Robot,73,899.00,179.80,65447.20
1102159,Wholesale,Smith Technologies,New York,eBooks,EB509,GPS Drones,3,19.99,4.00,55.97
1102160,Wholesale,Herman LLC,Washington,Blueprints,BP107,Ladybug Robot Blueprint,38,12.00,2.40,453.60
1102161,Wholesale,Schamberger Inc.,Virginia,eBooks,EB512,Multi Rotor Drones,9,24.95,4.99,219.56
1102162,Wholesale,Breitenberg LLC,California,Training Videos,TV811,Understanding Drone Regulations,12,27.50,5.50,324.50
1102163,Wholesale,Little and Sons,California,Robot Kits,RK605,BYOR-3000,10,214.00,42.80,2097.20
1102164,Retail,Daniella Gleder,Texas,Blueprints,BP110,Sleepy Eye Blueprint,1,11.99,0.00,11.99
1102165,Wholesale,Clever Industries,Utah,Robots,RS707,RXW-9807 Robot,5,599.00,119.80,2875.20
1102166,Retail,Conroy Little,California,Robot Kits,RK603,BYOR-1500,2,189.00,0.00,378.00
1102167,Wholesale,Bradtke Inc.,Washington,eBooks,EB514,Polar Robots,50,23.99,4.80,1194.70
1102168,Retail,Shelia Habbin,Texas,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1102169,Retail,Adriano Besant,Georgia,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1102170,Retail,Gwenni Heritege,Illinois,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1102171,Retail,Marline Claypoole,Colorado,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1102172,Retail,Rose Koche,California,Blueprints,BP109,QuadroCopter Blueprint ,1,10.99,0.00,10.99
1102173,Retail,River Heaney,New York,Training Videos,TV808,Robotic Essentials,1,34.99,0.00,34.99
1102174,Retail,Block Security,Virginia,Robot Kits,RK607,BYOR-4005,91,245.00,0.00,22295.00
1102175,Retail,Irwinn Ryley,Texas,Drones,DS305,DTI-84 Drone,1,455.00,0.00,455.00
1102176,Wholesale,Murphy LLC,Missouri,Drone Kits,DK206,BYOD-400,11,119.00,23.80,1285.20
1102177,Wholesale,Botsford Inc.,New York,Blueprints,BP110,Sleepy Eye Blueprint,11,11.99,2.40,129.49
1102178,Retail,Brittany Monahan,Virginia,Robot Kits,RK602,BYOR-1000,2,189.00,0.00,378.00
1102179,Wholesale,O'Kon Inc.,Florida,Robots,RS703,RCB-889 Robot,9,549.00,109.80,4831.20
1102180,Retail,Gasparo Witcher,Texas,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1102181,Retail,Martie Rippon,Minnesota,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1102182,Wholesale,Hirthe College,California,Drones,DS301,DA-SA702 Drone,6,399.00,79.80,2314.20
1102183,Retail,Aleen Petschelt,Virginia,Robots,RS705,RQTE-554 Robot,1,684.00,0.00,684.00
1102184,Retail,Derk Steels,Virginia,Training Videos,TV803,Cloud Computing,1,29.99,0.00,29.99
1102185,Wholesale,Cartwright LLC,Iowa,Training Videos,TV813,Virtual Reality Basics,9,29.99,6.00,263.91
1102186,Retail,Julia Leftwich,Illinois,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1102187,Wholesale,Christiansen Group,Colorado,Training Videos,TV803,Cloud Computing,9,29.99,6.00,263.91
1102188,Wholesale,Wehner and Sons,California,Training Videos,TV813,Virtual Reality Basics,10,29.99,6.00,293.90
1102189,Wholesale,Rath LLC,Minnesota,Drones,DS303,DTD-7000 Drone,3,450.00,90.00,1260.00
1102190,Wholesale,Zemlak Inc.,California,Training Videos,TV802,AI for Educators,6,49.95,9.99,289.71
1102191,Retail,Olwen Tackett,Colorado,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1102192,Retail,Vitoria Leadstone,Connecticut,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1102193,Wholesale,Abshire Inc.,Oklahoma,Robot Kits,RK605,BYOR-3000,4,214.00,42.80,813.20
1102194,Wholesale,Ledner LLC,Florida,Drones,DS307,MICR-564K Drone,8,499.00,99.80,3892.20
1102195,Retail,Von Gleason,Oregon,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1102196,Wholesale,Mountain Run LLC,Georgia,Robots,RS704,RLK-9920 Robot,10,699.00,139.80,6850.20
1102197,Retail,Rickie Hillett,Texas,eBooks,EB506,Delta Robots,1,16.99,0.00,16.99
1102198,Wholesale,Russel Group,California,Drone Kits,DK204,BYOD-300,12,89.00,17.80,1050.20
1102199,Wholesale,Brown Group,Georgia,Drone Kits,DK206,BYOD-400,49,119.00,23.80,5807.20
1102200,Wholesale,Brown Group,Georgia,eBooks,EB513,Photograph Drones,13,14.99,3.00,191.87
1102201,Wholesale,CDIA Inc..,Colorado,eBooks,EB503,Building Your Own Drone,10,24.99,5.00,244.90
1102202,Wholesale,Grady Inc.,Florida,Robot Kits,RK602,BYOR-1000,9,190.00,38.00,1672.00
1102203,Retail,Vivyan Dilworth,New York,Blueprints,BP110,Sleepy Eye Blueprint,1,11.99,0.00,11.99
1102204,Wholesale,Windler Tech Supplies,Wyoming,Training Videos,TV802,AI for Educators,6,49.95,9.99,289.71
1102205,Retail,Teresita Craik,New Jersey,eBooks,EB511,Helicopter Drones,1,20.95,0.00,20.95
1102206,Retail,Jeane Hayfield,Kansas,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1102207,Retail,Matti Petyakov,District of Columbia,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1102208,Retail,Lemar Chappell,New Mexico,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1102209,Wholesale,Schinner Inc.,Florida,Drone Kits,DK203,BYOD-220,11,69.00,13.80,745.20
1102210,Retail,Therine Urridge,Louisiana,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1102211,Retail,Kristien Van Leijs,Florida,Drones,DS302,DC-304 Drone,2,395.00,0.00,790.00
1102212,Retail,Mohandas Copcutt,Delaware,eBooks,EB508,Fixed Wing Drones,1,15.50,0.00,15.50
1102213,Retail,Rene Jarritt,Texas,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1102214,Retail,Mertz LLC,Connecticut,Blueprints,BP108,Panda Robot Blueprint,3,7.99,0.00,23.97
1102215,Wholesale,Bergnaum Group,Ohio,eBooks,EB503,Building Your Own Drone,63,24.99,5.00,1569.37
1102216,Retail,Roxi Spenclay,Hawaii,Robot Kits,RK603,BYOR-1500,2,189.00,0.00,378.00
1102217,Retail,Frank Wingrove,Ohio,Drone Kits,DK208,BYOD-500,1,167.00,0.00,167.00
1102218,Retail,Polly Hubane,West Virginia,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
